skill,num_postings,pct_postings,num_occurence,pct_occurence,is_skill
retrievable,1,0.0024,4,0.0012,
retrievable manner,1,0.0024,2,6.00E-04,
retrieval,2,0.0048,1,3.00E-04,
retrieve,1,0.0024,4,0.0012,
retrieve manipulate,1,0.0024,3,9.00E-04,
retrieve manipulate complex,1,0.0024,2,6.00E-04,
retrieve manipulate complex data,1,0.0024,1,3.00E-04,
reusable,1,0.0024,2,6.00E-04,
reusable processes,1,0.0024,1,3.00E-04,
revenue,1,0.0024,4,0.0012,
revenue metrics,1,0.0024,2,6.00E-04,
reviewed,1,0.0024,6,0.0017,
reviewed conference,1,0.0024,4,0.0012,
reviewed conference paper,1,0.0024,2,6.00E-04,
risk,8,0.0191,24,0.0069,
risk analytics,1,0.0024,2,6.00E-04,
risk management,2,0.0048,4,0.0012,
risk mitigation,1,0.0024,3,9.00E-04,
risk mitigation needs,1,0.0024,2,6.00E-04,
risk mitigation needs quickly,1,0.0024,1,3.00E-04,
risk modeling,1,0.0024,2,6.00E-04,y
risk models,1,0.0024,4,0.0012,
rnn,2,0.0048,2,6.00E-04,y
rnns,1,0.0024,1,3.00E-04,
roadmap,1,0.0024,12,0.0035,
roadmap initiatives,1,0.0024,9,0.0026,
roadmap initiatives including,1,0.0024,6,0.0017,
roadmap initiatives including new,1,0.0024,3,9.00E-04,
roadmap initiatives including new markets,1,0.0024,1,3.00E-04,
robust,1,0.0024,3,9.00E-04,
robust recommendations,1,0.0024,2,6.00E-04,
robust recommendations based,1,0.0024,1,3.00E-04,
role,1,0.0024,3,9.00E-04,
role entailing,1,0.0024,2,6.00E-04,
role entailing statistical,1,0.0024,1,3.00E-04,
rules,1,0.0024,9,0.0026,
rules engines,1,0.0024,4,0.0012,
runs,1,0.0024,2,6.00E-04,
runs efficiently,1,0.0024,1,3.00E-04,
saas,1,0.0024,1,3.00E-04,y
sagemaker,2,0.0048,2,6.00E-04,
sales,1,0.0024,2,6.00E-04,
sales team,1,0.0024,1,3.00E-04,
sampling,2,0.0048,2,6.00E-04,
sas,8,0.0191,4,0.0012,y
sas data,1,0.0024,3,9.00E-04,
sas data step,1,0.0024,2,6.00E-04,
sas data step programming,1,0.0024,1,3.00E-04,
satisfies,1,0.0024,1,3.00E-04,
scada,1,0.0024,2,6.00E-04,
scada systems,1,0.0024,1,3.00E-04,
scala,4,0.0096,14,0.004,y
scalable,3,0.0072,13,0.0037,
scalable algorithm,1,0.0024,2,6.00E-04,y
scalable algorithm design,1,0.0024,1,3.00E-04,y
scalable data,1,0.0024,2,6.00E-04,
scalable data systems,1,0.0024,1,3.00E-04,y
scalable distributed,1,0.0024,6,0.0017,
scalable distributed systems,1,0.0024,3,9.00E-04,y
scale,6,0.0144,16,0.0046,
scale production,1,0.0024,4,0.0012,
scale production systems,1,0.0024,2,6.00E-04,
scale training,1,0.0024,7,0.002,
scale training using,1,0.0024,5,0.0014,
scale training using data,1,0.0024,3,9.00E-04,
scale training using data structures,1,0.0024,1,3.00E-04,
scans,1,0.0024,3,9.00E-04,
schedule,2,0.0048,4,0.0012,
schedule data,1,0.0024,2,6.00E-04,
schedule data pipelines,1,0.0024,1,3.00E-04,
schedule jobs,1,0.0024,1,3.00E-04,
scheduling,1,0.0024,1,3.00E-04,
schemas,1,0.0024,1,3.00E-04,
sci,47,0.1124,74,0.0213,
sci clearance,2,0.0048,6,0.0017,
sci clearance required,1,0.0024,3,9.00E-04,
science,32,0.0766,43,0.0124,
science analysis,1,0.0024,6,0.0017,
science analysis including,1,0.0024,4,0.0012,
science analysis including workshops,1,0.0024,2,6.00E-04,
science best,1,0.0024,6,0.0017,
science best practices,1,0.0024,3,9.00E-04,
science experience,1,0.0024,3,9.00E-04,
science packages,1,0.0024,4,0.0012,
science programming,1,0.0024,4,0.0012,
science programming skills,1,0.0024,2,6.00E-04,
science solutions,1,0.0024,3,9.00E-04,
science students,1,0.0024,2,6.00E-04,
science toolkits,1,0.0024,2,6.00E-04,
sciences,3,0.0072,3,9.00E-04,
scientific,2,0.0048,5,0.0014,
scientific languages,1,0.0024,1,3.00E-04,
scientific methods,1,0.0024,2,6.00E-04,
scientist,4,0.0096,4,0.0012,
scientists,2,0.0048,2,6.00E-04,
scikit,5,0.012,2,6.00E-04,y
scikit learn,5,0.012,1,3.00E-04,y
scipy,1,0.0024,1,3.00E-04,y
scoring,2,0.0048,13,0.0037,
scoring modeling,1,0.0024,7,0.002,
scoring modeling techniques,1,0.0024,5,0.0014,
scoring modeling techniques including,1,0.0024,3,9.00E-04,
scoring modeling techniques including logistic,1,0.0024,1,3.00E-04,
scoring models,1,0.0024,3,9.00E-04,
scraping,1,0.0024,2,6.00E-04,y
scratch,1,0.0024,1,3.00E-04,
scripting,4,0.0096,4,0.0012,y
scripting language,2,0.0048,2,6.00E-04,y
scripting languages,1,0.0024,1,3.00E-04,y
scripting techniques,1,0.0024,1,3.00E-04,y
search,18,0.0431,38,0.0109,
searches,1,0.0024,3,9.00E-04,
security,2,0.0048,7,0.002,
security groups,1,0.0024,1,3.00E-04,
security permissions,1,0.0024,3,9.00E-04,
seek,1,0.0024,2,6.00E-04,
seek solutions,1,0.0024,1,3.00E-04,
segment,3,0.0072,6,0.0017,
segmentation,2,0.0048,4,0.0012,y
segmentation statistical,1,0.0024,2,6.00E-04,
segmentation statistical tools,1,0.0024,1,3.00E-04,
seizes,1,0.0024,2,6.00E-04,
seizes opportunities,1,0.0024,1,3.00E-04,
selecting,1,0.0024,2,6.00E-04,
selecting methods,1,0.0024,1,3.00E-04,
self,5,0.012,8,0.0023,
self direction,1,0.0024,1,3.00E-04,
self management,1,0.0024,2,6.00E-04,y
self software,1,0.0024,2,6.00E-04,
self software products,1,0.0024,1,3.00E-04,
self starter,2,0.0048,1,3.00E-04,
semi,4,0.0096,6,0.0017,
semi autonomous,1,0.0024,2,6.00E-04,y
semi autonomous environment,1,0.0024,1,3.00E-04,
semi structured,2,0.0048,1,3.00E-04,
senior,4,0.0096,4,0.0012,
senior executives,1,0.0024,1,3.00E-04,
senior management,3,0.0072,2,6.00E-04,
senior management levels,1,0.0024,1,3.00E-04,
sense,2,0.0048,2,6.00E-04,
sensing,1,0.0024,2,6.00E-04,
sensitive,1,0.0024,2,6.00E-04,
sensitive projects,1,0.0024,1,3.00E-04,
sequence,1,0.0024,2,6.00E-04,
sequence modeling,1,0.0024,1,3.00E-04,
sequentially,1,0.0024,1,3.00E-04,
series,4,0.0096,8,0.0023,
series data,1,0.0024,2,6.00E-04,
series forecasting,1,0.0024,2,6.00E-04,y
series modeling,1,0.0024,2,6.00E-04,y
server,1,0.0024,3,9.00E-04,
service,10,0.0239,25,0.0072,
service field,1,0.0024,2,6.00E-04,
service oriented,1,0.0024,1,3.00E-04,
service required,1,0.0024,2,6.00E-04,
services,6,0.0144,18,0.0052,
services experience,1,0.0024,2,6.00E-04,
services using,1,0.0024,6,0.0017,
services using azure,1,0.0024,3,9.00E-04,
set,17,0.0407,32,0.0092,
sets,11,0.0263,16,0.0046,
settings,1,0.0024,3,9.00E-04,
severity,1,0.0024,4,0.0012,
severity modelling,1,0.0024,2,6.00E-04,
shared,1,0.0024,1,3.00E-04,
shiny,1,0.0024,1,3.00E-04,y
short,3,0.0072,11,0.0032,
short term,3,0.0072,8,0.0023,
short term deliverables,1,0.0024,2,6.00E-04,
short term memory,1,0.0024,2,6.00E-04,
short term tasking,1,0.0024,1,3.00E-04,
signal,2,0.0048,4,0.0012,
signal processing,2,0.0048,2,6.00E-04,y
significance,1,0.0024,1,3.00E-04,
significant,1,0.0024,2,6.00E-04,
significant asset,1,0.0024,1,3.00E-04,
similar,2,0.0048,4,0.0012,
similar field,1,0.0024,1,3.00E-04,
similar technical,1,0.0024,2,6.00E-04,
similar technical discipline,1,0.0024,1,3.00E-04,
simulation,5,0.012,7,0.002,y
simulation models,1,0.0024,1,3.00E-04,y
simulations,1,0.0024,1,3.00E-04,
simulink,1,0.0024,2,6.00E-04,
simultaneously,1,0.0024,3,9.00E-04,
skill,59,0.1411,77,0.0221,
skill set,1,0.0024,5,0.0014,
skilled,3,0.0072,2,6.00E-04,
skills,55,0.1316,65,0.0187,
skills managing,1,0.0024,2,6.00E-04,
skills using,1,0.0024,6,0.0017,
skills using python,1,0.0024,3,9.00E-04,
slurm,1,0.0024,1,3.00E-04,
small,1,0.0024,3,9.00E-04,
small group,1,0.0024,2,6.00E-04,
small group settings,1,0.0024,1,3.00E-04,
snowflake,4,0.0096,5,0.0014,y
social,4,0.0096,6,0.0017,
social network,1,0.0024,2,6.00E-04,
social network analysis,1,0.0024,1,3.00E-04,y
social science,3,0.0072,3,9.00E-04,
social science students,1,0.0024,1,3.00E-04,
social sciences,2,0.0048,1,3.00E-04,
software,11,0.0263,27,0.0078,
software delivery,1,0.0024,3,9.00E-04,
software development,1,0.0024,2,6.00E-04,y
software development lifecycle,1,0.0024,1,3.00E-04,y
software experience,1,0.0024,4,0.0012,
software experience preferred,1,0.0024,2,6.00E-04,
software model,1,0.0024,1,3.00E-04,
software needed,1,0.0024,2,6.00E-04,
software platforms,1,0.0024,2,6.00E-04,
software products,1,0.0024,2,6.00E-04,
software prototyping,1,0.0024,1,3.00E-04,
solid,5,0.012,10,0.0029,
solid knowledge,1,0.0024,1,3.00E-04,
solid mlops,1,0.0024,3,9.00E-04,
solid mlops practices,1,0.0024,2,6.00E-04,
solid mlops practices including,1,0.0024,1,3.00E-04,
solid statistical,1,0.0024,3,9.00E-04,
solid statistical skill,1,0.0024,2,6.00E-04,
solid statistical skill set,1,0.0024,1,3.00E-04,
solid understanding,1,0.0024,1,3.00E-04,
solr,1,0.0024,1,3.00E-04,
solution,15,0.0359,50,0.0144,
solution building,1,0.0024,6,0.0017,
solution building process,1,0.0024,3,9.00E-04,
solution capabilities,1,0.0024,1,3.00E-04,
solution efficacy,1,0.0024,1,3.00E-04,
solutions,12,0.0287,37,0.0106,
solutions can,1,0.0024,3,9.00E-04,
solutions using,1,0.0024,8,0.0023,
solutions using rules,1,0.0024,5,0.0014,
solutions using rules engines,1,0.0024,2,6.00E-04,
solve,5,0.012,12,0.0035,
solve big,1,0.0024,3,9.00E-04,
solve big data,1,0.0024,2,6.00E-04,
solve big data challenges,1,0.0024,1,3.00E-04,y
solve business,1,0.0024,2,6.00E-04,
solve business problems,1,0.0024,1,3.00E-04,
solve complex,1,0.0024,2,6.00E-04,
solve complex problems,1,0.0024,1,3.00E-04,y
solve issues,1,0.0024,1,3.00E-04,
solver,1,0.0024,3,9.00E-04,
solving,15,0.0359,15,0.0043,y
solving challenges,1,0.0024,1,3.00E-04,
solving skills,10,0.0239,5,0.0014,y
sota,1,0.0024,3,9.00E-04,
sota modeling,1,0.0024,2,6.00E-04,
sota modeling techniques,1,0.0024,1,3.00E-04,
sound,2,0.0048,7,0.002,
sound decisions,1,0.0024,2,6.00E-04,
sound problem,1,0.0024,3,9.00E-04,
sound problem solving,1,0.0024,2,6.00E-04,
sound problem solving skills,1,0.0024,1,3.00E-04,
source,12,0.0287,20,0.0058,
source analysis,1,0.0024,1,3.00E-04,
source code,1,0.0024,2,6.00E-04,
source code control,1,0.0024,1,3.00E-04,
source packages,1,0.0024,2,6.00E-04,
source software,1,0.0024,3,9.00E-04,
source tools,1,0.0024,2,6.00E-04,
sources,6,0.0144,7,0.002,
spanish,1,0.0024,1,3.00E-04,
spark,9,0.0215,2,6.00E-04,y
spatiotemporal,1,0.0024,3,9.00E-04,
spatiotemporal data,1,0.0024,2,6.00E-04,
spatiotemporal data mining,1,0.0024,1,3.00E-04,
specialized,1,0.0024,2,6.00E-04,
specialized experience,1,0.0024,1,3.00E-04,
speed,1,0.0024,1,3.00E-04,
spline,1,0.0024,4,0.0012,
spoken,1,0.0024,1,3.00E-04,
sports,2,0.0048,2,6.00E-04,
sports industry,1,0.0024,1,3.00E-04,
spotfire,1,0.0024,1,3.00E-04,
spreadsheets,1,0.0024,2,6.00E-04,
sql,21,0.0502,21,0.006,y
sql code,1,0.0024,2,6.00E-04,
sql programming,1,0.0024,2,6.00E-04,y
sql queries,1,0.0024,2,6.00E-04,
sql required,1,0.0024,1,3.00E-04,
sql server,1,0.0024,2,6.00E-04,
squared,1,0.0024,2,6.00E-04,
ssh,1,0.0024,1,3.00E-04,y
stages,1,0.0024,1,3.00E-04,
stake,10,0.0239,19,0.0055,
stake holders,1,0.0024,1,3.00E-04,
stakeholder,9,0.0215,17,0.0049,
stakeholder challenges,1,0.0024,3,9.00E-04,
stakeholder relationships,1,0.0024,3,9.00E-04,
stakeholders,7,0.0167,6,0.0017,
standard,4,0.0096,8,0.0023,
standard statistical,1,0.0024,4,0.0012,
standard statistical methods,1,0.0024,3,9.00E-04,
standard statistical methods including,1,0.0024,2,6.00E-04,
standard statistical methods including commonly,1,0.0024,1,3.00E-04,
standards,3,0.0072,3,9.00E-04,
starter,2,0.0048,2,6.00E-04,
stata,1,0.0024,1,3.00E-04,
state,1,0.0024,2,6.00E-04,
statistic,45,0.1077,82,0.0236,y
statistic based,1,0.0024,2,6.00E-04,
statistic based labs,1,0.0024,1,3.00E-04,
statistical,26,0.0622,65,0.0187,y
statistical analyses,1,0.0024,1,3.00E-04,
statistical analysis,5,0.012,8,0.0023,y
statistical analysis skills,1,0.0024,2,6.00E-04,y
statistical analysis techniques,1,0.0024,1,3.00E-04,y
statistical analytical,1,0.0024,2,6.00E-04,
statistical analytical packages,1,0.0024,1,3.00E-04,
statistical computer,1,0.0024,4,0.0012,
statistical computer languages,1,0.0024,2,6.00E-04,
statistical data,1,0.0024,6,0.0017,
statistical data science,1,0.0024,4,0.0012,
statistical data science packages,1,0.0024,2,6.00E-04,
statistical engineering,1,0.0024,4,0.0012,
statistical engineering skills,1,0.0024,2,6.00E-04,
statistical methods,1,0.0024,6,0.0017,
statistical methods including,1,0.0024,4,0.0012,
statistical methods including commonly,1,0.0024,2,6.00E-04,
statistical models,2,0.0048,1,3.00E-04,y
statistical packages,1,0.0024,1,3.00E-04,
statistical regression,1,0.0024,2,6.00E-04,
statistical regression methods,1,0.0024,1,3.00E-04,
statistical skill,1,0.0024,4,0.0012,
statistical skill set,1,0.0024,2,6.00E-04,
statistical software,3,0.0072,2,6.00E-04,
statistical software needed,1,0.0024,1,3.00E-04,
statistical techniques,1,0.0024,2,6.00E-04,
statistical testing,1,0.0024,1,3.00E-04,
statistical tests,1,0.0024,3,9.00E-04,
statistical tools,1,0.0024,2,6.00E-04,
statistics,20,0.0478,14,0.004,
statistics methods,1,0.0024,2,6.00E-04,
statistics skills,1,0.0024,3,9.00E-04,
status,1,0.0024,2,6.00E-04,
stem,19,0.0455,38,0.0109,
stem majors,1,0.0024,1,3.00E-04,
step,1,0.0024,6,0.0017,
step programming,1,0.0024,3,9.00E-04,
stored,2,0.0048,4,0.0012,
stored procedures,1,0.0024,2,6.00E-04,
stories,1,0.0024,3,9.00E-04,
story,2,0.0048,9,0.0026,
story using,1,0.0024,6,0.0017,
story using analytics,1,0.0024,4,0.0012,
story using analytics relevant,1,0.0024,2,6.00E-04,
storytelling,1,0.0024,1,3.00E-04,
strategic,2,0.0048,10,0.0029,
strategic advice,1,0.0024,1,3.00E-04,
strategic roadmap,1,0.0024,7,0.002,
strategic roadmap initiatives,1,0.0024,5,0.0014,
strategic roadmap initiatives including,1,0.0024,3,9.00E-04,
strategic roadmap initiatives including new,1,0.0024,1,3.00E-04,
strategies,4,0.0096,8,0.0023,y
strategy,8,0.0191,17,0.0049,y
strategy building,1,0.0024,1,3.00E-04,
strategy solution,1,0.0024,6,0.0017,
strategy solution building,1,0.0024,4,0.0012,
strategy solution building process,1,0.0024,2,6.00E-04,
streaming,1,0.0024,3,9.00E-04,
streaming data,1,0.0024,2,6.00E-04,
streaming data architectures,1,0.0024,1,3.00E-04,
streamline,1,0.0024,5,0.0014,
streamline strategy,1,0.0024,4,0.0012,
streamline strategy solution,1,0.0024,3,9.00E-04,
streamline strategy solution building,1,0.0024,2,6.00E-04,
streamline strategy solution building process,1,0.0024,1,3.00E-04,
strong,35,0.0837,55,0.0158,
strong analytical,5,0.012,2,6.00E-04,
strong analytical skills,1,0.0024,1,3.00E-04,y
strong collaborative,1,0.0024,1,3.00E-04,
strong communication,3,0.0072,2,6.00E-04,
strong communication skills,1,0.0024,1,3.00E-04,y
strong data,2,0.0048,5,0.0014,
strong data skill,1,0.0024,2,6.00E-04,
strong data skill set,1,0.0024,1,3.00E-04,
strong data visualization,1,0.0024,2,6.00E-04,
strong data visualization skills,1,0.0024,1,3.00E-04,y
strong decision,1,0.0024,2,6.00E-04,
strong decision support,1,0.0024,1,3.00E-04,
strong desire,1,0.0024,1,3.00E-04,
strong emphasis,1,0.0024,1,3.00E-04,
strong experience,1,0.0024,1,3.00E-04,
strong intellectual,1,0.0024,2,6.00E-04,
strong intellectual curiosity,1,0.0024,1,3.00E-04,
strong interest,1,0.0024,1,3.00E-04,
strong interpersonal,1,0.0024,2,6.00E-04,
strong interpersonal skills,1,0.0024,1,3.00E-04,y
strong knowledge,1,0.0024,1,3.00E-04,
strong mathematical,1,0.0024,2,6.00E-04,
strong mathematical skills,1,0.0024,1,3.00E-04,y
strong predictive,1,0.0024,3,9.00E-04,
strong predictive analytics,1,0.0024,2,6.00E-04,
strong predictive analytics experience,1,0.0024,1,3.00E-04,y
strong problem,2,0.0048,6,0.0017,
strong problem solving,2,0.0048,3,9.00E-04,
strong programming,2,0.0048,4,0.0012,
strong programming skills,2,0.0048,3,9.00E-04,y
strong programming skills using,1,0.0024,2,6.00E-04,
strong programming skills using python,1,0.0024,1,3.00E-04,
strong project,1,0.0024,3,9.00E-04,
strong project management,1,0.0024,2,6.00E-04,
strong project management skills,1,0.0024,1,3.00E-04,y
strong record,1,0.0024,1,3.00E-04,
strong statistical,2,0.0048,5,0.0014,
strong statistical analysis,1,0.0024,2,6.00E-04,
strong statistical analysis skills,1,0.0024,1,3.00E-04,y
strong statistical engineering,1,0.0024,2,6.00E-04,
strong statistical engineering skills,1,0.0024,1,3.00E-04,y
strong track,1,0.0024,2,6.00E-04,
strong track record,1,0.0024,1,3.00E-04,
strong understanding,1,0.0024,1,3.00E-04,
strong written,1,0.0024,1,3.00E-04,
strongly,2,0.0048,3,9.00E-04,
strongly desired,1,0.0024,1,3.00E-04,
strongly preferred,1,0.0024,1,3.00E-04,
structure,9,0.0215,22,0.0063,
structured,5,0.012,11,0.0032,
structured classified,1,0.0024,1,3.00E-04,
structures,2,0.0048,5,0.0014,
students,5,0.012,4,0.0012,
stw,1,0.0024,1,3.00E-04,
style,1,0.0024,3,9.00E-04,
subject,2,0.0048,6,0.0017,
subject areas,1,0.0024,2,6.00E-04,
subject matter,1,0.0024,2,6.00E-04,
subject matter expert,1,0.0024,1,3.00E-04,y
succeed,1,0.0024,1,3.00E-04,
success,4,0.0096,8,0.0023,
successful,3,0.0072,7,0.002,
successful demonstrated,1,0.0024,2,6.00E-04,
successful demonstrated experience,1,0.0024,1,3.00E-04,
successfully,1,0.0024,4,0.0012,
successfully partnering,1,0.0024,2,6.00E-04,
summarized,1,0.0024,1,3.00E-04,
superior,1,0.0024,2,6.00E-04,
superior communication,1,0.0024,1,3.00E-04,y
supervised,4,0.0096,9,0.0026,
support,6,0.0144,9,0.0026,
support ai,1,0.0024,2,6.00E-04,
support ai solutions,1,0.0024,1,3.00E-04,
support business,1,0.0024,2,6.00E-04,
support business strategy,1,0.0024,1,3.00E-04,
support vector,1,0.0024,2,6.00E-04,
support vector machines,1,0.0024,1,3.00E-04,
svm,2,0.0048,1,3.00E-04,
symbolic,1,0.0024,3,9.00E-04,
symbolic reasoning,1,0.0024,2,6.00E-04,
symbolic reasoning center,1,0.0024,1,3.00E-04,
synthesize,2,0.0048,6,0.0017,
synthesize data,1,0.0024,3,9.00E-04,
system,18,0.0431,36,0.0104,
system elements,1,0.0024,2,6.00E-04,
system elements can,1,0.0024,1,3.00E-04,
system modeling,1,0.0024,1,3.00E-04,y
system process,1,0.0024,3,9.00E-04,y
systems,11,0.0263,18,0.0052,
systems modeling,1,0.0024,1,3.00E-04,y
table,16,0.0383,19,0.0055,
table security,1,0.0024,4,0.0012,
table security permissions,1,0.0024,2,6.00E-04,
tableau,9,0.0215,2,6.00E-04,y
tableau experience,1,0.0024,1,3.00E-04,
tactical,1,0.0024,2,6.00E-04,
tactical povs,1,0.0024,1,3.00E-04,
tactics,1,0.0024,1,3.00E-04,
tagging,1,0.0024,5,0.0014,
tagging labeling,1,0.0024,4,0.0012,
tagging labeling parsing,1,0.0024,3,9.00E-04,
tagging labeling parsing indexing,1,0.0024,2,6.00E-04,
tagging labeling parsing indexing unstructured,1,0.0024,1,3.00E-04,
take,12,0.0287,25,0.0072,
take ambiguous,1,0.0024,3,9.00E-04,
take ambiguous stakeholder,1,0.0024,2,6.00E-04,
take ambiguous stakeholder challenges,1,0.0024,1,3.00E-04,
take initiative,1,0.0024,1,3.00E-04,
take poorly,1,0.0024,3,9.00E-04,
take poorly defined,1,0.0024,2,6.00E-04,
take poorly defined problems,1,0.0024,1,3.00E-04,
taking,1,0.0024,2,6.00E-04,
talent,1,0.0024,1,3.00E-04,
tangible,1,0.0024,2,6.00E-04,
tangible designs,1,0.0024,1,3.00E-04,
target,1,0.0024,2,6.00E-04,
target environment,1,0.0024,1,3.00E-04,
task,4,0.0096,13,0.0037,
task across,1,0.0024,4,0.0012,
task across projects,1,0.0024,2,6.00E-04,
tasking,1,0.0024,3,9.00E-04,
tasks,2,0.0048,4,0.0012,
teach,1,0.0024,1,3.00E-04,
team,17,0.0407,24,0.0069,
team atmosphere,1,0.0024,1,3.00E-04,
team collaboration,1,0.0024,3,9.00E-04,
team environment,1,0.0024,1,3.00E-04,
team oriented,1,0.0024,2,6.00E-04,y
team oriented environment,1,0.0024,1,3.00E-04,
team player,1,0.0024,1,3.00E-04,y
teams,5,0.012,8,0.0023,
teams effectively,1,0.0024,2,6.00E-04,
teamwork,1,0.0024,2,6.00E-04,y
teamwork skills,1,0.0024,1,3.00E-04,y
tech,62,0.1483,122,0.0351,
technical,19,0.0455,42,0.0121,
technical audience,4,0.0096,4,0.0012,
technical audiences,3,0.0072,2,6.00E-04,
technical discipline,2,0.0048,2,6.00E-04,
technical documentation,1,0.0024,3,9.00E-04,
technical education,1,0.0024,1,3.00E-04,
technical experience,1,0.0024,2,6.00E-04,y
technical field,1,0.0024,2,6.00E-04,
technical issues,1,0.0024,2,6.00E-04,
technical language,1,0.0024,1,3.00E-04,
technical personnel,1,0.0024,2,6.00E-04,
technical problem,1,0.0024,2,6.00E-04,
technical problems,1,0.0024,1,3.00E-04,
technical publications,1,0.0024,2,6.00E-04,
technical publications designed,1,0.0024,1,3.00E-04,
technical skills,1,0.0024,2,6.00E-04,
technical solutions,1,0.0024,2,6.00E-04,
technical stakeholders,2,0.0048,2,6.00E-04,
technical training,1,0.0024,1,3.00E-04,
techniques,23,0.055,45,0.0129,
techniques covering,1,0.0024,8,0.0023,
techniques covering risk,1,0.0024,5,0.0014,
techniques covering risk models,1,0.0024,2,6.00E-04,
techniques including,1,0.0024,9,0.0026,
techniques including logistic,1,0.0024,5,0.0014,
techniques including logistic regression,1,0.0024,2,6.00E-04,
technologies,14,0.0335,26,0.0075,
technologies including,1,0.0024,7,0.002,
technologies including mssql,1,0.0024,3,9.00E-04,
technology,8,0.0191,4,0.0012,
technology experience,1,0.0024,1,3.00E-04,
technology team,1,0.0024,1,3.00E-04,
telecom,1,0.0024,2,6.00E-04,
telecom industry,1,0.0024,1,3.00E-04,
tell,9,0.0215,16,0.0046,
tell stories,1,0.0024,2,6.00E-04,
tensorboard,1,0.0024,1,3.00E-04,
tensorflow,9,0.0215,5,0.0014,y
tensorflow object,1,0.0024,3,9.00E-04,
tensorflow object detection,1,0.0024,2,6.00E-04,
tensorflow object detection apis,1,0.0024,1,3.00E-04,
teradata,2,0.0048,1,3.00E-04,
term,3,0.0072,15,0.0043,
term deliverables,1,0.0024,3,9.00E-04,
term memory,1,0.0024,3,9.00E-04,
term projects,1,0.0024,2,6.00E-04,
term tasking,1,0.0024,2,6.00E-04,
test,10,0.0239,28,0.0081,
testable,1,0.0024,6,0.0017,
testable questions,1,0.0024,3,9.00E-04,
testing,7,0.0167,17,0.0049,
testing patterns,1,0.0024,1,3.00E-04,
testing techniques,1,0.0024,7,0.002,
testing techniques covering,1,0.0024,5,0.0014,
testing techniques covering risk,1,0.0024,3,9.00E-04,
testing techniques covering risk models,1,0.0024,1,3.00E-04,
tests,1,0.0024,4,0.0012,
text,3,0.0072,5,0.0014,
text classification,1,0.0024,1,3.00E-04,y
text web,1,0.0024,3,9.00E-04,
text web data,1,0.0024,2,6.00E-04,
text web data analytics,1,0.0024,1,3.00E-04,
theoretical,1,0.0024,2,6.00E-04,
theoretical systems,1,0.0024,1,3.00E-04,
theory,1,0.0024,5,0.0014,
think,8,0.0191,13,0.0037,
think creatively,1,0.0024,1,3.00E-04,
thinker,1,0.0024,4,0.0012,
thinker who,1,0.0024,2,6.00E-04,
thinking,6,0.0144,7,0.002,
thinking skills,3,0.0072,3,9.00E-04,
thought,1,0.0024,4,0.0012,
thought leader,1,0.0024,2,6.00E-04,
time,9,0.0215,15,0.0043,
time management,1,0.0024,6,0.0017,
time management skills,1,0.0024,3,9.00E-04,
time series,4,0.0096,4,0.0012,y
time series data,1,0.0024,1,3.00E-04,
time series forecasting,1,0.0024,1,3.00E-04,
time series modeling,1,0.0024,1,3.00E-04,y
timely,1,0.0024,1,3.00E-04,
tool,26,0.0622,52,0.015,
toolkits,1,0.0024,3,9.00E-04,
tools,24,0.0574,47,0.0135,
tools including,2,0.0048,9,0.0026,
tools including alteryx,1,0.0024,3,9.00E-04,
tools including excel,1,0.0024,2,6.00E-04,
tools like,1,0.0024,6,0.0017,
tools like power,1,0.0024,4,0.0012,
tools like power bi,1,0.0024,2,6.00E-04,
toolsets,1,0.0024,5,0.0014,
top,2,0.0048,6,0.0017,
topics,1,0.0024,5,0.0014,
torch,8,0.0191,3,9.00E-04,
torchvision,1,0.0024,1,3.00E-04,
track,6,0.0144,12,0.0035,
track record,4,0.0096,3,9.00E-04,
tracking,2,0.0048,6,0.0017,
tracking functionality,1,0.0024,2,6.00E-04,
tracking management,1,0.0024,2,6.00E-04,
tracking management tools,1,0.0024,1,3.00E-04,
trade,1,0.0024,1,3.00E-04,
training,3,0.0072,17,0.0049,
training ml,1,0.0024,4,0.0012,y
training ml models,1,0.0024,2,6.00E-04,y
training using,1,0.0024,8,0.0023,
training using data,1,0.0024,5,0.0014,
training using data structures,1,0.0024,2,6.00E-04,
traits,1,0.0024,3,9.00E-04,
transfer,1,0.0024,2,6.00E-04,
transfer data,1,0.0024,1,3.00E-04,
transform,9,0.0215,14,0.004,
transform data,1,0.0024,1,3.00E-04,
transform high,1,0.0024,2,6.00E-04,
transform high volumes,1,0.0024,1,3.00E-04,
transform theory,1,0.0024,1,3.00E-04,
transformation,2,0.0048,6,0.0017,
transformation methodologies,1,0.0024,3,9.00E-04,
transformers,2,0.0048,1,3.00E-04,
transforming,1,0.0024,2,6.00E-04,
translate,1,0.0024,3,9.00E-04,
translate analysis,1,0.0024,2,6.00E-04,
translate analysis results,1,0.0024,1,3.00E-04,
travel,2,0.0048,2,6.00E-04,
travel independently,1,0.0024,1,3.00E-04,
tree,4,0.0096,7,0.002,
tree based,1,0.0024,1,3.00E-04,
trees,2,0.0048,4,0.0012,
trends,1,0.0024,2,6.00E-04,
troubleshooting,1,0.0024,2,6.00E-04,
troubleshooting skills,1,0.0024,1,3.00E-04,
trust,1,0.0024,1,3.00E-04,
ts,94,0.2249,155,0.0446,
ts sci,2,0.0048,6,0.0017,
ts sci clearance,2,0.0048,4,0.0012,
